Volume_(BTC),Volume_(Currency),Weighted_Price,cheat,lag
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
0.45558087,2.0000000193,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.39,4.39
48,210.72,4.39,4.5264114983,4.39
37.86229723,171.38033753,4.5264114983,4.58,4.39
9,41.22,4.58,4.58,4.5264114983
9,41.22,4.58,4.58,4.58
9,41.22,4.58,4.58,4.58
9,41.22,4.58,4.58,4.58
9,41.22,4.58,4.58,4.58
9,41.22,4.58,4.58,4.58
9,41.22,4.58,4.58,4.58
9,41.22,4.58,4.58,4.58
9,41.22,4.58,4.58,4.58
9,41.22,4.58,4.58,4.58
9,41.22,4.58,4.58,4.58
9,41.22,4.58,4.58,4.58
9,41.22,4.58,4.58,4.58
9,41.22,4.58,4.58,4.58
9,41.22,4.58,4.58,4.58
9,41.22,4.58,4.58,4.58
9,41.22,4.58,4.58,4.58
9,41.22,4.58,4.58,4.58
9,41.22,4.58,4.58,4.58
9,41.22,4.58,4.58,4.58
9,41.22,4.58,4.58,4.58
9,41.22,4.58,4.58,4.58
9,41.22,4.58,4.58,4.58
9,41.22,4.58,4.58,4.58
9,41.22,4.58,4.58,4.58
9,41.22,4.58,4.58,4.58
9,41.22,4.58,4.58,4.58
9,41.22,4.58,4.58,4.58
9,41.22,4.58,4.58,4.58
9,41.22,4.58,4.58,4.58
9,41.22,4.58,4.58,4.58
9,41.22,4.58,4.58,4.58
9,41.22,4.58,4.58,4.58
9,41.22,4.58,4.58,4.58
9,41.22,4.58,4.58,4.58
9,41.22,4.58,4.58,4.58
9,41.22,4.58,4.58,4.58
9,41.22,4.58,4.58,4.58
9,41.22,4.58,4.58,4.58
9,41.22,4.58,4.58,4.58
